Test,Cells per Block,Pixels per Cell,Orientations,Feature Size,AUC,Accuracy,Precision,Recall,Training Accuracy,Prediction Time (s),TP,TN,FP,FN
196,4,7,12,9216,0.998209719409893,0.9807549962990377,0.9809003808722204,0.9807549962990377,1.0,1.6545770168304443,3395,5880,120,62
197,4,8,6,3360,0.9977329090733777,0.9804377709633076,0.9806206302026134,0.9804377709633076,0.9983333333333333,0.6013920307159424,3398,5874,126,59
198,4,8,7,3920,0.9979543920547681,0.9805435127418843,0.9806896099816643,0.9805435127418843,0.9993333333333333,0.71608567237854,3394,5879,121,63
199,4,8,8,4480,0.9980134991804069,0.9812837051919213,0.9814235349779684,0.9812837051919213,1.0,0.793848991394043,3397,5883,117,60
200,4,8,9,5040,0.998047150708707,0.9807549962990377,0.9808854432144848,0.9807549962990377,0.9996666666666667,0.903588056564331,3393,5882,118,64
201,4,8,10,5600,0.9983275479703018,0.9802262874061541,0.980362095222842,0.9802262874061541,1.0,1.0232670307159424,3391,5879,121,66
202,4,8,11,6160,0.9979266705235754,0.9803320291847308,0.9804494999487271,0.9803320291847308,1.0,1.0930814743041992,3389,5882,118,68
203,4,8,12,6720,0.99805322533989,0.9790631278418103,0.9791989028722461,0.9790631278418103,1.0,1.191817283630371,3385,5874,126,72
204,4,9,6,1920,0.9951351846495035,0.9647879877339537,0.9654610465024555,0.9647879877339537,0.9843333333333333,0.35206055641174316,3357,5767,233,100
205,4,9,7,2240,0.996297319448462,0.9709210108914031,0.9714059251902357,0.9709210108914031,0.9895,0.41785335540771484,3376,5806,194,81
206,4,9,8,2560,0.9964679394465337,0.9716612033414402,0.9722182013399412,0.9716612033414402,0.9901666666666666,0.4667532444000244,3385,5804,196,72
207,4,9,9,2880,0.9966678719506317,0.9701808184413662,0.9707478271046284,0.9701808184413662,0.9916666666666667,0.5046513080596924,3378,5797,203,79
208,4,9,10,3200,0.9966288207501688,0.9704980437770964,0.9709198552243656,0.9704980437770964,0.9925,0.5774569511413574,3369,5809,191,88
209,4,9,11,3520,0.9964114839456176,0.97102675266998,0.9714144259878376,0.97102675266998,0.9951666666666666,0.6382932662963867,3369,5814,186,88
210,4,9,12,3840,0.9965232378748432,0.9707095273342498,0.9711558584370963,0.9707095273342498,0.9946666666666667,0.674196720123291,3372,5808,192,85
211,4,10,6,1440,0.9979942146369685,0.97842867717035,0.9786236697777125,0.97842867717035,0.9896666666666667,0.26033496856689453,3389,5864,136,68
212,4,10,7,1680,0.9984282132870504,0.9810722216347679,0.9812698464121722,0.9810722216347679,0.9923333333333333,0.3061819076538086,3403,5875,125,54
213,4,10,8,1920,0.9983037315591553,0.9789573860632336,0.9791373938033147,0.9789573860632336,0.9941666666666666,0.35106468200683594,3390,5868,132,67
214,4,10,9,2160,0.9984689518850641,0.9803320291847308,0.9804638081289252,0.9803320291847308,0.994,0.3969390392303467,3391,5880,120,66
215,4,10,10,2400,0.9984539099411821,0.9796975785132706,0.9798465264194408,0.9796975785132706,0.9953333333333333,0.4547841548919678,3390,5875,125,67
216,4,10,11,2640,0.9982137691640149,0.9792746113989638,0.9794662932185613,0.9792746113989638,0.9966666666666667,0.47572803497314453,3393,5868,132,64
217,4,10,12,2880,0.9982662713335261,0.9790631278418103,0.9792469935072623,0.9790631278418103,0.9956666666666667,0.4966700077056885,3391,5868,132,66
218,4,14,6,192,0.9862517115032302,0.945331500475838,0.9468383093729086,0.945331500475838,0.9565,0.029921293258666992,3299,5641,359,158
219,4,14,7,224,0.9910533699739659,0.9538965845405519,0.955419156575084,0.9538965845405519,0.9638333333333333,0.03490734100341797,3344,5677,323,113
220,4,14,8,256,0.9918337190242021,0.9555884529977794,0.956980087111033,0.9555884529977794,0.9646666666666667,0.0438838005065918,3347,5690,310,110
221,4,14,9,288,0.9923386847941376,0.9578090303478904,0.9590594468059873,0.9578090303478904,0.9686666666666667,0.05485415458679199,3352,5706,294,105
222,4,14,10,320,0.9932767814097,0.959818124140848,0.9610386709943265,0.959818124140848,0.9686666666666667,0.06083798408508301,3361,5716,284,96
223,4,14,11,352,0.9929690483077812,0.9591836734693877,0.9603278504738422,0.9591836734693877,0.968,0.06682300567626953,3354,5717,283,103
224,4,14,12,384,0.9936148876675346,0.9597123823622713,0.960965489177099,0.9597123823622713,0.9705,0.0718374252319336,3362,5714,286,95
1,1,4,13,4160,0.9976143573425899,0.9798033202918474,0.9799258772496093,0.9798033202918474,1.0,2.5769801139831543,3387,5879,121,70
2,1,5,13,2496,0.9959980233342977,0.9718726868985936,0.9720933381111345,0.9718726868985936,1.0,1.6553964614868164,3358,5833,167,99
3,1,6,13,1690,0.9971996432359465,0.9766310669345458,0.9767214612380853,0.9766310669345458,1.0,1.126582384109497,3366,5870,130,91
4,1,7,13,1287,0.995321569761836,0.9708152691128265,0.9709298690794924,0.9708152691128265,1.0,0.8786892890930176,3340,5841,159,117
5,1,8,13,1040,0.9955468132291968,0.9700750766627895,0.9704866439952251,0.9700750766627895,1.0,0.644294023513794,3366,5808,192,91
6,1,9,13,728,0.9915237199884291,0.9540023263191287,0.954929766671183,0.9540023263191287,0.996,0.43148183822631836,3316,5706,294,141
7,1,10,13,624,0.9943510751132967,0.9649994712911071,0.9656869203167189,0.9649994712911071,0.9951666666666666,0.4195704460144043,3359,5767,233,98
8,1,14,13,260,0.9888603316941472,0.9512530400761341,0.9523781775633714,0.9512530400761341,0.9666666666666667,0.20126104354858398,3312,5684,316,145
9,2,4,13,14820,0.9991425127760101,0.9881569207994079,0.988199726140751,0.9881569207994079,1.0,9.563641548156738,3416,5929,71,41
10,2,5,13,8580,0.9987803490502363,0.9851961509992598,0.9852930460092741,0.9851961509992598,1.0,5.647910118103027,3411,5906,94,46
11,2,6,13,5616,0.9991366309902613,0.9876282119065243,0.9877038993758608,0.9876282119065243,1.0,3.4617135524749756,3420,5920,80,37
12,2,7,13,4160,0.9986003760485971,0.9836100243206091,0.983721227157376,0.9836100243206091,1.0,2.650277614593506,3405,5897,103,52
13,2,8,13,3276,0.998492720084852,0.9822353811991118,0.9823541326897371,0.9822353811991118,1.0,2.0413403511047363,3399,5890,110,58
14,2,9,13,2184,0.9967876771767428,0.9740932642487047,0.9744012585702073,0.9740932642487047,1.0,1.4056122303009033,3378,5834,166,79
15,2,10,13,1820,0.9983643814482692,0.980649254520461,0.9809250091394388,0.980649254520461,1.0,1.1558160781860352,3409,5865,135,48
16,2,14,13,624,0.994862501205284,0.9660568890768743,0.966705184528071,0.9660568890768743,0.9808333333333333,0.3908412456512451,3362,5774,226,95
17,3,4,13,29484,0.9993923440362549,0.9898487892566353,0.989877243937643,0.9898487892566353,1.0,19.914867639541626,3421,5940,60,36
18,3,5,13,16380,0.9990123421078005,0.9846674421063762,0.9847506311534522,0.9846674421063762,1.0,10.71828842163086,3406,5906,94,51
19,3,6,13,10296,0.9991615562626555,0.9868880194564873,0.9869684041488948,0.9868880194564873,1.0,6.738557815551758,3417,5916,84,40
20,3,7,13,7371,0.9984736765982065,0.9846674421063762,0.984762695090061,0.9846674421063762,1.0,4.64869236946106,3408,5904,96,49
21,3,8,13,5616,0.998247324269598,0.9805435127418843,0.980747736357431,0.9805435127418843,1.0,3.4893267154693604,3401,5872,128,56
22,3,9,13,3510,0.9966580850448366,0.972084170455747,0.9725685740344828,0.972084170455747,0.9988333333333334,2.16878604888916,3382,5811,189,75
23,3,10,13,2808,0.9985217915340854,0.9787459025060802,0.978990583193849,0.9787459025060802,0.9996666666666667,1.7850677967071533,3396,5860,140,61
24,3,14,13,702,0.9944110018320316,0.9633076028338796,0.9641245910964313,0.9633076028338796,0.974,0.47574949264526367,3358,5752,248,99
25,4,4,13,45968,0.9993692507954874,0.9890028550280215,0.9890483921872324,0.9890028550280215,1.0,31.9952609539032,3421,5932,68,36
26,4,5,13,24336,0.9989293221482982,0.9829755736491488,0.9830819906246849,0.9829755736491488,1.0,15.496867179870605,3401,5895,105,56
27,4,6,13,14560,0.9989764246456465,0.9842444749920694,0.9843605046540251,0.9842444749920694,1.0,9.826410293579102,3409,5899,101,48
28,4,7,13,9984,0.9982963070099317,0.9811779634133446,0.9813219226533321,0.9811779634133446,1.0,6.448699474334717,3397,5882,118,60
29,4,8,13,7280,0.9980535628194002,0.9792746113989638,0.9794750936727022,0.9792746113989638,1.0,4.501302003860474,3394,5867,133,63
30,4,9,13,4160,0.9964319737730208,0.9696521095484826,0.9702901996898908,0.9696521095484826,0.9963333333333333,2.7933578491210938,3380,5790,210,77
31,4,10,13,3120,0.9983665991707645,0.9790631278418103,0.9792734629535006,0.9790631278418103,0.9973333333333333,1.9497826099395752,3394,5865,135,63
32,4,14,13,416,0.993346736091023,0.9601353494765782,0.9613424319273365,0.9601353494765782,0.97,0.2615222930908203,3362,5718,282,95
